variable code,variable name,long code (GHED data explorer),category 1,category 2,unit,currency,Method of measurement (INDICATORS category1),
location,Countries and territories name,-,-,-,-,-,-,
code,Countries and territories ISO3 code ,-,-,-,-,-,-,
region,Region (WHO),-,-,-,-,-,-,
income,Country income group 2021 (World Bank),-,-,-,-,-,-,
year,Year,-,-,-,-,-,-,
dis1_gghed_usd,"Domestic General Government Expenditure on Infectious and Parasitic Diseases, in million current US$",sha11.DIS.1_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis11_gghed_usd,"Domestic General Government Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million current US$",sha11.DIS.1.1_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis12_gghed_usd,"Domestic General Government Expenditure on Tuberculosis (TB), in million current US$",sha11.DIS.1.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis13_gghed_usd,"Domestic General Government Expenditure on Malaria, in million current US$",sha11.DIS.1.3_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis16_gghed_usd,"Domestic General Government Expenditure on Neglected Tropical Diseases (NTDs), in million current US$",sha11.DIS.1.6_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis192_gghed_usd,"Domestic General Government Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), in million current US$",sha11.DIS.1.9.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis2_gghed_usd,"Domestic General Government Expenditure on Reproductive Health, in million current US$",sha11.DIS.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis21_gghed_usd,"Domestic General Government Expenditure on Maternal Conditions, in million current US$",sha11.DIS.2.1_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis22_gghed_usd,"Domestic General Government Expenditure on Perinatal Conditions, in million current US$",sha11.DIS.2.2_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis23_gghed_usd,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), in million current US$",sha11.DIS.2.3_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis2nec_gghed_usd,"Domestic General Government Expenditure on Unspecified reproductive health conditions (n.e.c.), in million current US$",sha11.DIS.2.nec_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis3_gghed_usd,"Domestic General Government Expenditure on Nutritional Deficiencies, in million current US$",sha11.DIS.3_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis4_gghed_usd,"Domestic General Government Expenditure on Noncommunicable Diseases (NCDs), in million current US$",sha11.DIS.4_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis5_gghed_usd,"Domestic General Government Expenditure on Injuries, in million current US$",sha11.DIS.5_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
disnec_gghed_usd,"Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.), in million current US$",sha11.DIS.nec_gghe-d,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis_ext_usd,"External sources of funding by Diseases and Conditions, in million current US$",sha11.DIS_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis1_ext_usd,"External sources of funding on Infectious and Parasitic Diseases, in million current US$",sha11.DIS.1_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis11_ext_usd,"External sources of funding on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million current US$",sha11.DIS.1.1_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis12_ext_usd,"External sources of funding on Tuberculosis (TB), in million current US$",sha11.DIS.1.2_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis13_ext_usd,"External sources of funding on Malaria, in million current US$",sha11.DIS.1.3_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis16_ext_usd,"External sources of funding on Neglected Tropical Diseases (NTDs), in million current US$",sha11.DIS.1.6_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis192_ext_usd,"External sources of funding on Disease from coronavirus SARS-CoV-2 (COVID-19), in million current US$",sha11.DIS.1.9.2_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis2_ext_usd,"External sources of funding on Reproductive Health, in million current US$",sha11.DIS.2_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis21_ext_usd,"External sources of funding on Maternal Conditions, in million current US$",sha11.DIS.2.1_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis22_ext_usd,"External sources of funding on Perinatal Conditions, in million current US$",sha11.DIS.2.2_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis23_ext_usd,"External sources of funding on Contraceptive Management (Family Planning), in million current US$",sha11.DIS.2.3_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis2nec_ext_usd,"External sources of funding on Unspecified reproductive health conditions (n.e.c.), in million current US$",sha11.DIS.2.nec_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis3_ext_usd,"External sources of funding on Nutritional Deficiencies, in million current US$",sha11.DIS.3_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis4_ext_usd,"External sources of funding on Noncommunicable Diseases (NCDs), in million current US$",sha11.DIS.4_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis5_ext_usd,"External sources of funding on Injuries, in million current US$",sha11.DIS.5_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
disnec_ext_usd,"External sources of funding on other and unspecified Diseases and Conditions (n.e.c.), in million current US$",sha11.DIS.nec_ext,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis_pvtd_usd,"Domestic Private Health expenditure by Diseases and Conditions, in million current US$",sha11.DIS_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis1_pvtd_usd,"Domestic Private Expenditure on Infectious and Parasitic Diseases, in million current US$",sha11.DIS.1_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis11_pvtd_usd,"Domestic Private Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million current US$",sha11.DIS.1.1_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis12_pvtd_usd,"Domestic Private Expenditure on Tuberculosis (TB), in million current US$",sha11.DIS.1.2_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis13_pvtd_usd,"Domestic Private Expenditure on Malaria, in million current US$",sha11.DIS.1.3_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis16_pvtd_usd,"Domestic Private Expenditure on Neglected Tropical Diseases (NTDs), in million current US$",sha11.DIS.1.6_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis192_pvtd_usd,"Domestic Private Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), in million current US$",sha11.DIS.1.9.2_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis2_pvtd_usd,"Domestic Private Expenditure on Reproductive Health, in million current US$",sha11.DIS.2_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis21_pvtd_usd,"Domestic Private Expenditure on Maternal Conditions, in million current US$",sha11.DIS.2.1_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis22_pvtd_usd,"Domestic Private Expenditure on Perinatal Conditions, in million current US$",sha11.DIS.2.2_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis23_pvtd_usd,"Domestic Private Expenditure on Contraceptive Management (Family Planning), in million current US$",sha11.DIS.2.3_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis2nec_pvtd_usd,"Domestic Private Expenditure on Unspecified reproductive health conditions (n.e.c.), in million current US$",sha11.DIS.2.nec_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis3_pvtd_usd,"Domestic Private Expenditure on Nutritional Deficiencies, in million current US$",sha11.DIS.3_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis4_pvtd_usd,"Domestic Private Expenditure on Noncommunicable Diseases (NCDs), in million current US$",sha11.DIS.4_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
dis5_pvtd_usd,"Domestic Private Expenditure on Injuries, in million current US$",sha11.DIS.5_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
disnec_pvtd_usd,"Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.), in million current US$",sha11.DIS.nec_pvtd,HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS BY SOURCE,Millions,US$,-,
hccov_usd,"Special reporting items to track COVID-19 spending within CHE, in million current US$",HC.COV,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,US$,-,
hccov1_usd,"COVID-19 related treatment, in million current US$",HC.COV.1,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,US$,-,
hccov2_usd,"COVID-19 testing and contract tracing, in million current US$",HC.COV.2,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,US$,-,
hccov3_usd,"COVID-19 vaccination, in million current US$",HC.COV.3,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,US$,-,
hccov4_usd,"COVID-19 medical goods, in million current US$",HC.COV.4,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,US$,-,
hccov5_usd,"Other COVID-19 health care spending (incl. in CHE), in million current US$",HC.COV.5,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,US$,-,
hccov_gghed_usd,"Domestic General Government Expenditure on special reporting items to track COVID-19 spending within CHE, in million current US$",HC.COV_gghe-d,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,US$,-,
hccov_ext_usd,"External sources of funding on special reporting items to track COVID-19 spending within CHE, in million current US$",HC.COV_ext,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,US$,-,
hccov_pvtd_usd,"Domestic Private Expenditure on special reporting items to track COVID-19 spending within CHE, in million current US$",HC.COV_pvtd,HEALTH EXPENDITURE DATA,COVID-19 SPECIAL REPORTING ITEMS,Millions,US$,-,
age1_usd,"Less than five-year-old population (< 5-y), in million current US$",sha11.AGE.1,HEALTH EXPENDITURE DATA,AGE,Millions,US$,-,
age1_gghed_usd,"Domestic General Government Health Expenditure in the less than five-year-old population (< 5-y), in million current US$",sha11.AGE.1_gghe-d,HEALTH EXPENDITURE DATA,AGE,Millions,US$,-,
age1_ext_usd,"External sources of funding in the less than five-year-old population (< 5-y), in million current US$",sha11.AGE.1_ext,HEALTH EXPENDITURE DATA,AGE,Millions,US$,-,
age1_pvtd_usd,"Domestic Private Expenditure in the less than five-year-old population (< 5-y), in million current US$",sha11.AGE.1_pvtd,HEALTH EXPENDITURE DATA,AGE,Millions,US$,-,
hp_usd,"Current health expenditure by health care providers, in million current US$",sha11.HP,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp1_usd,"Hospitals, in million current US$",sha11.HP.1,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp11_usd,"General hospitals, in million current US$",sha11.HP.1.1,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp12_usd,"Mental health hospitals, in million current US$",sha11.HP.1.2,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp13_usd,"Specialised hospitals (Other than mental health hospitals), in million current US$",sha11.HP.1.3,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp1nec_usd,"Unspecified hospitals (n.e.c.), in million current US$",sha11.HP.1.nec,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp2_usd,"Residential long-term care facilities, in million current US$",sha11.HP.2,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp21_usd,"Long-term nursing care facilities, in million current US$",sha11.HP.2.1,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp22_usd,"Mental health and substance abuse facilities, in million current US$",sha11.HP.2.2,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp29_usd,"Other residential long-term care facilities, in million current US$",sha11.HP.2.9,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp3_usd,"Providers of ambulatory health care, in million current US$",sha11.HP.3,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp31_usd,"Medical practices, in million current US$",sha11.HP.3.1,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp32_usd,"Dental practice, in million current US$",sha11.HP.3.2,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp33_usd,"Other health care practitioners, in million current US$",sha11.HP.3.3,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp34_usd,"Ambulatory health care centres, in million current US$",sha11.HP.3.4,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp35_usd,"Providers of home health care services, in million current US$",sha11.HP.3.5,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp3nec_usd,"Unspecified providers of ambulatory health care (n.e.c.), in million current US$",sha11.HP.3.nec,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp4_usd,"Providers of ancillary services, in million current US$",sha11.HP.4,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp41_usd,"Providers of patient transportation and emergency rescue, in million current US$",sha11.HP.4.1,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp42_usd,"Medical and diagnostic laboratories, in million current US$",sha11.HP.4.2,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp49_usd,"Other providers of ancillary services, in million current US$",sha11.HP.4.9,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp5_usd,"Retailers and Other providers of medical goods, in million current US$",sha11.HP.5,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp51_usd,"Pharmacies, in million current US$",sha11.HP.5.1,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp52_usd,"Retail sellers and Other suppliers of durable medical goods and medical appliances, in million current US$",sha11.HP.5.2,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp59_usd,"All Other miscellaneous sellers and Other suppliers of pharmaceuticals and medical goods, in million current US$",sha11.HP.5.9,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp6_usd,"Providers of preventive care, in million current US$",sha11.HP.6,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp7_usd,"Providers of health care system administration and financing, in million current US$",sha11.HP.7,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp71_usd,"Government health administration agencies, in million current US$",sha11.HP.7.1,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp72_usd,"Social health insurance agencies, in million current US$",sha11.HP.7.2,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp73_usd,"Private health insurance administration agencies, in million current US$",sha11.HP.7.3,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp79_usd,"Other administration agencies, in million current US$",sha11.HP.7.9,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp8_usd,"Rest of economy, in million current US$",sha11.HP.8,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp81_usd,"Households as providers of home health care, in million current US$",sha11.HP.8.1,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp82_usd,"All Other industries as secondary providers of health care, in million current US$",sha11.HP.8.2,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp83_usd,"Community health workers (or village health worker, community health aide, etc.), in million current US$",sha11.HP.8.3,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hp9_usd,"Rest of the world, in million current US$",sha11.HP.9,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hpnec_usd,"Unspecified health care providers (n.e.c.), in million current US$",sha11.HP.nec,HEALTH EXPENDITURE DATA,HEALTH CARE PROVIDERS,Millions,US$,-,
hk_usd,"Capital health expenditure, in million current US$",sha11.HK,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Millions,US$,-,
hk1_usd,"Gross capital formation, in million current US$",sha11.HK.1,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Millions,US$,-,
hk11_usd,"Gross fixed capital formation, in million current US$",sha11.HK.1.1,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Millions,US$,-,
hk111_usd,"Infrastructure, in million current US$",sha11.HK.1.1.1,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Millions,US$,-,
hk112_usd,"Machinery and equipment, in million current US$",sha11.HK.1.1.2,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Millions,US$,-,
hk113_usd,"Intellectual property products, in million current US$",sha11.HK.1.1.3,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Millions,US$,-,
hk_gghed_usd,"Capital Health Expenditure (Domestic Public), in million current US$",hk_gghed,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Millions,US$,-,
hk_ext_usd,"Capital Health Expenditure (External), in million current US$",hk_ext,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Millions,US$,-,
hk_pvtd_usd,"Capital Health Expenditure (Domestic Private), in million current US$",hk_pvtd,HEALTH EXPENDITURE DATA,CAPITAL INVESTMENTS,Millions,US$,-,
gdp_usd,"Gross Domestic Product (GDP), in million current US$",GDP-WHS,MACRO DATA,CONSUMPTION,Millions,US$,-,
pfc_usd,"Final consumption expenditure of Households and profit institutions serving households (PFC), in million current US$",PFC-WHS,MACRO DATA,CONSUMPTION,Millions,US$,-,
gge_usd,"General government expenditure (GGE), in million current US$",GGE-WHS,MACRO DATA,CONSUMPTION,Millions,US$,-,
che_ncu_pc,"Current Health Expenditure (CHE), in current NCU per capita",CHE,INDICATORS,AGGREGATES,Ones,NCU,Government schemes and compulsory contributory health care financing schemes (HF.1) + Voluntary health care payment schemes (HF.2) + Household out-of-pocket payment (HF.3) + Rest of the world financing schemes (non-resident) (HF.4) + Unspecified financing schemes (n.e.c.) (HF.nec),
gghed_ncu_pc,"Domestic General Government Health Expenditure (GGHE-D), in current NCU per capita",GGHE-D,INDICATORS,AGGREGATES,Ones,NCU,Transfers from government domestic revenue (allocated to health purposes) (FS.1) + Social insurance contributions (FS.3),
pvtd_ncu_pc,"Domestic Private Health Expenditure (PVT-D), in current NCU per capita",PVT-D,INDICATORS,AGGREGATES,Ones,NCU,"Compulsory prepayment (Other, and unspecified, than social insurance contributions) (FS.4) + Voluntary prepayment (FS.5) + Other domestic revenues n.e.c. (FS.6) + Unspecified revenues of health care financing schemes n.e.c. (FS.nec)",
